Abilities,Against Bug,Against Dark,Against Dragon,Against Electric,Against Fairy,Against Fighting,Against Fire,Against Flying,Against Ghost,Against Grass,Against Ground,Against Ice,Against Normal,Against Poison,Against Psychic,Against Rock,Against Steel,Against Water,Alolan Form,Att,BMI,BST,Catch Rate,Def,Experience to level 100,Experience type,Final Evolution,Galarian Form,Generation,HP,Height,Legendary,Mean,Mega Evolution,Name,Number,Spa,Spd,Spe,Standard Deviation,Type 1,Type 2,Weight,_id
"['Damp', 'Unaware', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.0,45,53.1,210,255,45,1000000,Medium Fast,0.0,0.0,2.0,55,0.4,0.0,35.0,0.0,Wooper,194,25,25,15,14.142135623730953,Water,Ground,8.5,635f06c6d0384d8adc85cfa5
"['Damp', 'Unaware', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.0,85,38.3,430,90,85,1000000,Medium Fast,1.0,0.0,2.0,95,1.4,0.0,71.66666666666667,0.0,Quagsire,195,65,65,35,19.72026594366539,Water,Ground,75.0,635f06c6d0384d8adc85cfa6
"['Magic Bounce', 'Synchronize']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,65,32.7,525,45,60,1000000,Medium Fast,1.0,0.0,2.0,65,0.9,0.0,87.5,0.0,Espeon,196,130,95,110,26.25991876098121,Psychic,,26.5,635f06c6d0384d8adc85cfa7
"['Inner Focus', 'Synchronize']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,65,27.0,525,45,110,1000000,Medium Fast,1.0,0.0,2.0,95,1.0,0.0,87.5,0.0,Umbreon,197,60,130,65,26.25991876098121,Dark,,27.0,635f06c6d0384d8adc85cfa8
"['Insomnia', 'Prankster', 'Super Luck']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,85,8.4,405,30,42,1059860,Medium Slow,0.0,0.0,2.0,60,0.5,0.0,67.5,0.0,Murkrow,198,85,42,91,20.5,Dark,Flying,2.1,635f06c6d0384d8adc85cfa9
"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.0,75,19.9,490,70,80,1000000,Medium Fast,1.0,0.0,2.0,95,2.0,0.0,81.66666666666667,0.0,Slowking,199,100,110,30,25.92724864350674,Water,Psychic,79.5,635f06c6d0384d8adc85cfaa
"['Curious Medicine', 'Own Tempo', 'Regenerator']",1.0,2.0,1.0,1.0,0.5,0.25,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,65,24.5,490,70,80,1000000,Medium Fast,1.0,1.0,8.0,95,1.8,0.0,81.66666666666667,0.0,Galarian Slowking,199,110,110,30,28.08716591058786,Poison,Psychic,79.5,635f06c6d0384d8adc85cfab
"['Levitate']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,60,2.0,435,45,60,800000,Fast,0.0,0.0,2.0,60,0.7,0.0,72.5,0.0,Misdreavus,200,85,85,85,12.5,Ghost,,1.0,635f06c6d0384d8adc85cfac
"['Levitate']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,72,20.0,336,225,48,1000000,Medium Fast,1.0,0.0,2.0,48,0.5,0.0,56.0,0.0,Unown,201,72,48,48,11.31370849898476,Psychic,,5.0,635f06c6d0384d8adc85cfad
"['Shadow Tag', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,33,16.9,405,45,58,1000000,Medium Fast,1.0,0.0,2.0,190,1.3,0.0,67.5,0.0,Wobbuffet,202,33,58,33,55.9128786595718,Psychic,,28.5,635f06c6d0384d8adc85cfae
"['Early Bird', 'Inner Focus', 'Sap Sipper']",2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,80,18.4,455,60,65,1000000,Medium Fast,1.0,0.0,2.0,70,1.5,0.0,75.83333333333333,0.0,Girafarig,203,90,65,85,9.753916592266354,Normal,Psychic,41.5,635f06c6d0384d8adc85cfaf
"['Overcoat', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,65,20.0,290,190,90,1000000,Medium Fast,0.0,0.0,2.0,50,0.6,0.0,48.333333333333336,0.0,Pineco,204,35,35,15,24.09472049133493,Bug,,7.2,635f06c6d0384d8adc85cfb0
"['Overcoat', 'Sturdy']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,90,87.4,465,75,140,1000000,Medium Fast,1.0,0.0,2.0,75,1.2,0.0,77.5,0.0,Forretress,205,60,60,40,31.85252475602732,Bug,Steel,125.8,635f06c6d0384d8adc85cfb1
"['Rattled', 'Run Away', 'Serene Grace']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,70,6.2,415,190,70,1000000,Medium Fast,1.0,0.0,2.0,100,1.5,0.0,69.16666666666667,0.0,Dunsparce,206,65,65,45,16.18040653245633,Normal,,14.0,635f06c6d0384d8adc85cfb2
"['Hyper Cutter', 'Immunity', 'Sand Veil']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,0.0,75,53.6,430,60,105,1059860,Medium Slow,0.0,0.0,2.0,65,1.1,0.0,71.66666666666667,0.0,Gligar,207,35,65,85,21.34374745810949,Ground,Flying,64.8,635f06c6d0384d8adc85cfb3
"['Rock Head', 'Sheer Force', 'Sturdy']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,0.0,85,4.7,510,25,200,1000000,Medium Fast,1.0,0.0,2.0,75,9.2,0.0,85.0,0.0,Steelix,208,55,65,30,54.23713365090993,Steel,Ground,400.0,635f06c6d0384d8adc85cfb4
"['Sand Force']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,0.0,125,6.7,610,25,230,1000000,Medium Fast,1.0,0.0,6.0,75,10.5,0.0,101.66666666666669,1.0,Mega Steelix,208,55,95,30,64.65721580423607,Steel,Ground,740.0,635f06c6d0384d8adc85cfb5
"['Intimidate', 'Rattled', 'Run Away']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,80,21.7,300,190,50,800000,Fast,0.0,0.0,2.0,60,0.6,0.0,50.0,0.0,Snubbull,209,40,40,30,16.329931618554518,Fairy,,7.8,635f06c6d0384d8adc85cfb6
"['Intimidate', 'Quick Feet', 'Rattled']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,120,24.8,450,75,75,800000,Fast,1.0,0.0,2.0,90,1.4,0.0,75.0,0.0,Granbull,210,60,60,45,24.49489742783178,Fairy,,48.7,635f06c6d0384d8adc85cfb7
"['Intimidate', 'Poison Point', 'Swift Swim']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,0.0,95,15.6,440,45,85,1000000,Medium Fast,1.0,0.0,2.0,65,0.5,0.0,73.33333333333333,0.0,Qwilfish,211,55,55,85,15.723301886761003,Water,Poison,3.9,635f06c6d0384d8adc85cfb8
"['Light Metal', 'Swarm', 'Technician']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,130,36.4,500,25,100,1000000,Medium Fast,1.0,0.0,2.0,70,1.8,0.0,83.33333333333333,0.0,Scizor,212,55,80,65,25.110865288865604,Bug,Steel,118.0,635f06c6d0384d8adc85cfb9
"['Technician']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,150,31.3,600,25,140,1000000,Medium Fast,1.0,0.0,6.0,70,2.0,0.0,100.0,1.0,Mega Scizor,212,65,100,75,33.78855822118882,Bug,Steel,125.0,635f06c6d0384d8adc85cfba
"['Contrary', 'Gluttony', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,0.0,10,56.9,505,190,230,1059860,Medium Slow,1.0,0.0,2.0,20,0.6,0.0,84.16666666666667,0.0,Shuckle,213,10,230,5,103.21565880341132,Bug,Rock,20.5,635f06c6d0384d8adc85cfbb
"['Guts', 'Moxie', 'Swarm']",0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,125,24.0,500,45,75,1250000,Slow,1.0,0.0,2.0,80,1.5,0.0,83.33333333333333,0.0,Heracross,214,40,95,85,25.27625148017184,Bug,Fighting,54.0,635f06c6d0384d8adc85cfbc
"['Skill Link']",0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,185,21.6,600,45,115,1250000,Slow,1.0,0.0,6.0,80,1.7,0.0,100.0,1.0,Mega Heracross,214,40,105,75,44.90731195102493,Bug,Fighting,62.5,635f06c6d0384d8adc85cfbd
"['Inner Focus', 'Keen Eye', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,0.0,95,34.6,430,60,55,1059860,Medium Slow,0.0,0.0,2.0,55,0.9,0.0,71.66666666666667,0.0,Sneasel,215,35,75,115,26.874192494328497,Dark,Ice,28.0,635f06c6d0384d8adc85cfbe
"['Honey Gather', 'Pickup', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,80,24.4,330,120,50,1000000,Medium Fast,0.0,0.0,2.0,60,0.6,0.0,55.0,0.0,Teddiursa,216,50,50,40,12.583057392117915,Normal,,8.8,635f06c6d0384d8adc85cfbf
"['Guts', 'Quick Feet', 'Unnerve']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,130,38.8,500,60,75,1000000,Medium Fast,1.0,0.0,2.0,90,1.8,0.0,83.33333333333333,0.0,Ursaring,217,75,75,55,23.21398046197353,Normal,,125.8,635f06c6d0384d8adc85cfc0
"['Flame Body', 'Magma Armor', 'Weak Armor']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,40,71.4,250,190,40,1000000,Medium Fast,0.0,0.0,2.0,40,0.7,0.0,41.66666666666666,0.0,Slugma,218,70,40,20,14.624940645653536,Fire,,35.0,635f06c6d0384d8adc85cfc1
"['Flame Body', 'Magma Armor', 'Weak Armor']",0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,0.0,50,85.9,430,75,120,1000000,Medium Fast,1.0,0.0,2.0,60,0.8,0.0,71.66666666666667,0.0,Magcargo,219,90,80,30,29.1070819942883,Fire,Rock,55.0,635f06c6d0384d8adc85cfc2
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,0.0,50,40.6,250,225,40,1250000,Slow,0.0,0.0,2.0,50,0.4,0.0,41.66666666666666,0.0,Swinub,220,30,30,50,8.975274678557506,Ice,Ground,6.5,635f06c6d0384d8adc85cfc3
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,0.0,100,46.1,450,75,80,1250000,Slow,0.0,0.0,2.0,100,1.1,0.0,75.0,0.0,Piloswine,221,60,60,50,19.7905701450632,Ice,Ground,55.8,635f06c6d0384d8adc85cfc4
"['Hustle', 'Natural Cure', 'Regenerator']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.0,55,13.9,410,60,95,800000,Fast,1.0,0.0,2.0,65,0.6,0.0,68.33333333333333,0.0,Corsola,222,65,95,35,21.34374745810949,Water,Rock,5.0,635f06c6d0384d8adc85cfc5
"['Cursed Body', 'Weak Armor']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,55,1.4,410,60,100,800000,Fast,0.0,1.0,8.0,60,0.6,0.0,68.33333333333333,0.0,Galarian Corsola,222,65,100,30,24.94438257849294,Ghost,,0.5,635f06c6d0384d8adc85cfc6
"['Hustle', 'Moody', 'Sniper']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,65,33.3,300,190,35,1000000,Medium Fast,0.0,0.0,2.0,35,0.6,0.0,50.0,0.0,Remoraid,223,65,35,65,15.0,Water,,12.0,635f06c6d0384d8adc85cfc7
"['Moody', 'Sniper', 'Suction Cups']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,105,35.2,480,75,75,1000000,Medium Fast,1.0,0.0,2.0,75,0.9,0.0,80.0,0.0,Octillery,224,105,75,45,20.615528128088304,Water,,28.5,635f06c6d0384d8adc85cfc8
"['Hustle', 'Insomnia', 'Vital Spirit']",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,55,19.8,330,45,45,800000,Fast,1.0,0.0,2.0,45,0.9,0.0,55.0,0.0,Delibird,225,65,45,75,11.547005383792516,Ice,Flying,16.0,635f06c6d0384d8adc85cfc9
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.0,40,49.9,485,25,70,1250000,Slow,1.0,0.0,2.0,85,2.1,0.0,80.83333333333333,0.0,Mantine,226,80,140,70,30.05781466145239,Water,Flying,220.0,635f06c6d0384d8adc85cfca
"['Keen Eye', 'Sturdy', 'Weak Armor']",0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,80,17.5,465,25,140,1250000,Slow,1.0,0.0,2.0,65,1.7,0.0,77.5,0.0,Skarmory,227,40,70,70,30.516389039334257,Steel,Flying,50.5,635f06c6d0384d8adc85cfcb
"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,0.0,60,30.0,330,120,30,1250000,Slow,0.0,0.0,2.0,45,0.6,0.0,55.0,0.0,Houndour,228,80,50,65,15.811388300841896,Dark,Fire,10.8,635f06c6d0384d8adc85cfcc
"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,0.0,90,17.9,500,45,50,1250000,Slow,1.0,0.0,2.0,75,1.4,0.0,83.33333333333333,0.0,Houndoom,229,110,80,95,18.63389981249825,Dark,Fire,35.0,635f06c6d0384d8adc85cfcd
"['Solar Power']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,0.0,90,13.7,600,45,90,1250000,Slow,1.0,0.0,6.0,75,1.9,0.0,100.0,1.0,Mega Houndoom,229,140,90,115,21.40872096444188,Dark,Fire,49.5,635f06c6d0384d8adc85cfce
"['Damp', 'Sniper', 'Swift Swim']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.0,95,46.9,540,45,95,1000000,Medium Fast,1.0,0.0,2.0,75,1.8,0.0,90.0,0.0,Kingdra,230,95,95,85,7.637626158259733,Water,Dragon,152.0,635f06c6d0384d8adc85cfcf
"['Pickup', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.0,60,134.0,330,120,60,1000000,Medium Fast,0.0,0.0,2.0,90,0.5,0.0,55.0,0.0,Phanpy,231,40,40,40,18.027756377319943,Ground,,33.5,635f06c6d0384d8adc85cfd0
"['Sand Veil', 'Sturdy']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.0,120,99.2,500,60,120,1000000,Medium Fast,1.0,0.0,2.0,90,1.1,0.0,83.33333333333333,0.0,Donphan,232,60,60,50,28.67441755680876,Ground,,120.0,635f06c6d0384d8adc85cfd1
"['Analytic', 'Download', 'Trace']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,80,90.3,515,45,90,1000000,Medium Fast,0.0,0.0,2.0,85,0.6,0.0,85.83333333333333,0.0,Porygon2,233,105,95,60,13.969212178533509,Normal,,32.5,635f06c6d0384d8adc85cfd2
"['Frisk', 'Intimidate', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,95,36.3,465,45,62,1250000,Slow,1.0,0.0,2.0,73,1.4,0.0,77.5,0.0,Stantler,234,85,65,85,11.800423721205949,Normal,,71.2,635f06c6d0384d8adc85cfd3
"['Moody', 'Own Tempo', 'Technician']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20,40.3,250,45,35,800000,Fast,1.0,0.0,2.0,55,1.2,0.0,41.66666666666666,0.0,Smeargle,235,20,45,75,19.507833184532707,Normal,,58.0,635f06c6d0384d8adc85cfd4
"['Guts', 'Steadfast', 'Vital Spirit']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,35,42.9,210,75,35,1000000,Medium Fast,0.0,0.0,2.0,35,0.7,0.0,35.0,0.0,Tyrogue,236,35,35,35,0.0,Fighting,,21.0,635f06c6d0384d8adc85cfd5
"['Intimidate', 'Steadfast', 'Technician']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,95,24.5,455,45,95,1000000,Medium Fast,1.0,0.0,2.0,50,1.4,0.0,75.83333333333333,0.0,Hitmontop,237,35,110,70,26.679684322636867,Fighting,,48.0,635f06c6d0384d8adc85cfd6
"['Forewarn', 'Hydration', 'Oblivious']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,0.0,30,37.5,305,45,15,1000000,Medium Fast,0.0,0.0,2.0,45,0.4,0.0,50.833333333333336,0.0,Smoochum,238,85,65,65,23.52599035582184,Ice,Psychic,6.0,635f06c6d0384d8adc85cfd7
"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,63,65.3,360,45,37,1000000,Medium Fast,0.0,0.0,2.0,45,0.6,0.0,60.0,0.0,Elekid,239,65,55,95,18.43004792903878,Electric,,23.5,635f06c6d0384d8adc85cfd8
"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,75,43.7,365,45,37,1000000,Medium Fast,0.0,0.0,2.0,45,0.7,0.0,60.833333333333336,0.0,Magby,240,70,55,83,16.47641411904369,Fire,,21.4,635f06c6d0384d8adc85cfd9
"['Sap Sipper', 'Scrappy', 'Thick Fat']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,80,52.4,490,45,105,1250000,Slow,1.0,0.0,2.0,95,1.2,0.0,81.66666666666667,0.0,Miltank,241,40,70,100,22.110831935702667,Normal,,75.5,635f06c6d0384d8adc85cfda
"['Healer', 'Natural Cure', 'Serene Grace']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10,20.8,540,30,10,800000,Fast,1.0,0.0,2.0,255,1.5,0.0,90.0,0.0,Blissey,242,75,135,55,85.14693182963201,Normal,,46.8,635f06c6d0384d8adc85cfdb
"['Inner Focus', 'Pressure']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,85,49.3,580,3,75,1250000,Slow,1.0,0.0,2.0,90,1.9,1.0,96.66666666666669,0.0,Raikou,243,115,100,115,14.907119849998598,Electric,,178.0,635f06c6d0384d8adc85cfdc
"['Inner Focus', 'Pressure']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,115,44.9,580,3,85,1250000,Slow,1.0,0.0,2.0,115,2.1,1.0,96.66666666666669,0.0,Entei,244,90,75,100,14.907119849998598,Fire,,198.0,635f06c6d0384d8adc85cfdd
"['Inner Focus', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,75,46.8,580,3,115,1250000,Slow,1.0,0.0,2.0,100,2.0,1.0,96.66666666666669,0.0,Suicune,245,90,115,85,14.907119849998598,Water,,187.0,635f06c6d0384d8adc85cfde
"['Guts', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.0,64,200.0,300,45,50,1250000,Slow,0.0,0.0,2.0,50,0.6,0.0,50.0,0.0,Larvitar,246,45,50,41,7.094598884597588,Rock,Ground,72.0,635f06c6d0384d8adc85cfdf
"['Shed Skin']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.0,84,105.6,410,45,70,1250000,Slow,0.0,0.0,2.0,70,1.2,0.0,68.33333333333333,0.0,Pupitar,247,65,70,51,9.706813185707356,Rock,Ground,152.0,635f06c6d0384d8adc85cfe0
"['Sand Stream', 'Unnerve']",2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,0.0,134,50.5,600,45,110,1250000,Slow,1.0,0.0,2.0,100,2.0,0.0,100.0,0.0,Tyranitar,248,95,100,61,21.61018278497431,Rock,Dark,202.0,635f06c6d0384d8adc85cfe1
"['Sand Stream']",2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,0.0,164,40.8,700,45,150,1250000,Slow,1.0,0.0,6.0,100,2.5,0.0,116.66666666666669,1.0,Mega Tyranitar,248,95,120,71,32.13340248955214,Rock,Dark,255.0,635f06c6d0384d8adc85cfe2
"['Multiscale', 'Pressure']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.0,90,8.0,680,3,130,1250000,Slow,1.0,0.0,2.0,106,5.2,1.0,113.33333333333331,0.0,Lugia,249,90,154,110,22.6764684689266,Psychic,Flying,216.0,635f06c6d0384d8adc85cfe3
"['Pressure', 'Regenerator']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,0.0,130,13.8,680,3,90,1250000,Slow,1.0,0.0,2.0,106,3.8,1.0,113.33333333333331,0.0,Ho-Oh,250,110,154,90,22.6764684689266,Fire,Flying,199.0,635f06c6d0384d8adc85cfe4
"['Natural Cure']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,0.0,100,13.9,600,45,100,1059860,Medium Slow,1.0,0.0,2.0,100,0.6,1.0,100.0,0.0,Celebi,251,100,100,100,0.0,Psychic,Grass,5.0,635f06c6d0384d8adc85cfe5
"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,45,20.0,310,45,35,1059860,Medium Slow,0.0,0.0,3.0,40,0.5,0.0,51.66666666666666,0.0,Treecko,252,65,55,70,12.801909579781013,Grass,,5.0,635f06c6d0384d8adc85cfe6
"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,65,26.7,405,45,45,1059860,Medium Slow,0.0,0.0,3.0,50,0.9,0.0,67.5,0.0,Grovyle,253,85,65,95,17.73649721149397,Grass,,21.6,635f06c6d0384d8adc85cfe7
"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,85,18.1,530,45,65,1059860,Medium Slow,1.0,0.0,3.0,70,1.7,0.0,88.33333333333333,0.0,Sceptile,254,105,85,120,19.075871903766,Grass,,52.2,635f06c6d0384d8adc85cfe8
